t_s,x_tgt_m,x_meas_m,err_mm,v_ff_m_s,v_cmd_m_s,rpm_cmd
97.2401,0.020223,0.020240,-0.017,0.00425,0.00382,22.9
97.2601,0.020306,0.020313,-0.007,0.00416,0.00401,24.1
97.2801,0.020389,0.020391,-0.002,0.00415,0.00412,24.7
97.3001,0.020474,0.020471,0.003,0.00424,0.00435,26.1
97.3201,0.020563,0.020560,0.003,0.00441,0.00450,27.0
97.3401,0.020658,0.020646,0.012,0.00469,0.00507,30.4
97.3601,0.020761,0.020740,0.022,0.00506,0.00572,34.3
97.3801,0.020874,0.020837,0.037,0.00551,0.00663,39.8
97.4001,0.020997,0.020957,0.040,0.00606,0.00720,43.2
97.4201,0.021135,0.021099,0.036,0.00669,0.00766,46.0
97.4401,0.021286,0.021240,0.047,0.00741,0.00878,52.7
97.4601,0.021454,0.021396,0.059,0.00819,0.00991,59.5
97.4801,0.021640,0.021583,0.056,0.00906,0.01062,63.7
97.5001,0.021844,0.021786,0.058,0.00997,0.01161,69.7
97.5201,0.022068,0.021998,0.069,0.01095,0.01295,77.7
97.5401,0.022312,0.022236,0.076,0.01195,0.01410,84.6
97.5601,0.022576,0.022503,0.073,0.01298,0.01502,90.1
97.5801,0.022863,0.022795,0.067,0.01405,0.01590,95.4
97.6001,0.023170,0.023099,0.072,0.01511,0.01714,102.8
97.6201,0.023499,0.023420,0.079,0.01619,0.01844,110.7
97.6401,0.023848,0.023778,0.070,0.01720,0.01910,114.6
97.6601,0.024219,0.024152,0.067,0.01825,0.02010,120.6
97.6801,0.024608,0.024534,0.074,0.01923,0.02135,128.1
97.7001,0.025015,0.024945,0.069,0.02010,0.02201,132.1
97.7201,0.025439,0.025376,0.063,0.02098,0.02269,136.2
97.7400,0.025877,0.025821,0.056,0.02175,0.02327,139.6
97.7601,0.026331,0.026284,0.047,0.02248,0.02373,142.4
97.7801,0.026794,0.026748,0.047,0.02305,0.02435,146.1
97.8001,0.027266,0.027223,0.043,0.02349,0.02469,148.1
97.8201,0.027744,0.027714,0.031,0.02382,0.02460,147.6
97.8402,0.028230,0.028206,0.024,0.02419,0.02482,148.9
97.8601,0.028711,0.028703,0.007,0.02406,0.02417,145.0
97.8801,0.029191,0.029195,-0.004,0.02403,0.02384,143.0
97.9001,0.029667,0.029684,-0.017,0.02383,0.02327,139.6
97.9201,0.030134,0.030152,-0.017,0.02347,0.02300,138.0
97.9401,0.030590,0.030623,-0.032,0.02294,0.02194,131.6
97.9601,0.031032,0.031075,-0.043,0.02224,0.02097,125.8
97.9801,0.031456,0.031508,-0.053,0.02140,0.01987,119.2
98.0001,0.031858,0.031924,-0.066,0.02035,0.01841,110.5
98.0201,0.032235,0.032313,-0.078,0.01916,0.01690,101.4
98.0401,0.032585,0.032674,-0.089,0.01785,0.01530,91.8
98.0601,0.032905,0.033002,-0.097,0.01635,0.01357,81.4
98.0801,0.033191,0.033299,-0.108,0.01473,0.01164,69.8
98.1001,0.033441,0.033561,-0.120,0.01292,0.00948,56.9
98.1201,0.033652,0.033784,-0.132,0.01104,0.00728,43.7
98.1401,0.033822,0.033960,-0.138,0.00902,0.00512,30.7
98.1601,0.033949,0.034098,-0.149,0.00689,0.00266,16.0
98.1801,0.034032,0.034186,-0.154,0.00466,0.00031,1.9
98.2001,0.034067,0.034228,-0.161,0.00235,-0.00219,-13.1
98.2201,0.034054,0.034225,-0.171,-0.00003,-0.00487,-29.2
98.2401,0.033993,0.034195,-0.202,-0.00246,-0.00829,-49.7
98.2601,0.033882,0.034095,-0.213,-0.00494,-0.01098,-65.9
98.2801,0.033721,0.033926,-0.205,-0.00743,-0.01313,-78.8
98.3001,0.033509,0.033700,-0.191,-0.00996,-0.01522,-91.3
98.3201,0.033249,0.033436,-0.187,-0.01239,-0.01760,-105.6
98.3401,0.032938,0.033121,-0.183,-0.01489,-0.01999,-120.0
98.3601,0.032580,0.032758,-0.178,-0.01732,-0.02228,-133.7
98.3801,0.032175,0.032346,-0.171,-0.01968,-0.02443,-146.6
98.4001,0.031724,0.031890,-0.166,-0.02196,-0.02657,-159.4
98.4201,0.031231,0.031399,-0.168,-0.02412,-0.02885,-173.1
98.4401,0.030696,0.030849,-0.154,-0.02622,-0.03044,-182.6
98.4601,0.030123,0.030274,-0.151,-0.02816,-0.03236,-194.2
98.4801,0.029513,0.029653,-0.140,-0.03003,-0.03389,-203.4
98.5001,0.028872,0.028998,-0.126,-0.03165,-0.03509,-210.6
98.5201,0.028201,0.028315,-0.114,-0.03318,-0.03632,-217.9
98.5401,0.027506,0.027605,-0.099,-0.03444,-0.03712,-222.7
98.5601,0.026788,0.026872,-0.084,-0.03557,-0.03782,-226.9
98.5801,0.026052,0.026115,-0.062,-0.03655,-0.03816,-229.0
98.6001,0.025304,0.025366,-0.062,-0.03724,-0.03897,-233.8
98.6201,0.024545,0.024598,-0.053,-0.03780,-0.03923,-235.4
98.6401,0.023782,0.023816,-0.034,-0.03811,-0.03896,-233.8
98.6601,0.023018,0.023031,-0.013,-0.03818,-0.03843,-230.6
98.6801,0.022258,0.022253,0.005,-0.03803,-0.03779,-226.8
98.7001,0.021506,0.021485,0.021,-0.03770,-0.03702,-222.1
98.7201,0.020766,0.020731,0.034,-0.03714,-0.03609,-216.5
98.7401,0.020042,0.019996,0.047,-0.03635,-0.03497,-209.8
98.7601,0.019340,0.019279,0.062,-0.03536,-0.03354,-201.2
98.7801,0.018663,0.018584,0.080,-0.03415,-0.03180,-190.8
98.8001,0.018015,0.017923,0.093,-0.03276,-0.03009,-180.5
98.8201,0.017400,0.017295,0.105,-0.03116,-0.02814,-168.8
98.8401,0.016820,0.016700,0.121,-0.02942,-0.02595,-155.7
98.8601,0.016280,0.016140,0.141,-0.02748,-0.02342,-140.5
98.8801,0.015783,0.015630,0.153,-0.02538,-0.02101,-126.1
98.9001,0.015330,0.015179,0.151,-0.02321,-0.01899,-113.9
98.9201,0.014926,0.014765,0.161,-0.02082,-0.01625,-97.5
98.9401,0.014571,0.014402,0.169,-0.01834,-0.01356,-81.4
98.9601,0.014267,0.014089,0.177,-0.01586,-0.01084,-65.1
98.9801,0.014017,0.013833,0.184,-0.01315,-0.00795,-47.7
99.0001,0.013820,0.013629,0.191,-0.01051,-0.00513,-30.8
99.0201,0.013678,0.013490,0.188,-0.00778,-0.00252,-15.1
99.0401,0.013591,0.013399,0.192,-0.00504,0.00036,2.1
99.0601,0.013559,0.013362,0.197,-0.00230,0.00323,19.4
99.0801,0.013581,0.013372,0.209,0.00043,0.00635,38.1
99.1002,0.013657,0.013428,0.229,0.00314,0.00967,58.0
99.1201,0.013785,0.013558,0.227,0.00576,0.01210,72.6
99.1401,0.013965,0.013756,0.209,0.00832,0.01406,84.4
99.1601,0.014194,0.014000,0.194,0.01084,0.01619,97.1
99.1801,0.014470,0.014286,0.184,0.01321,0.01830,109.8
99.2001,0.014791,0.014619,0.172,0.01548,0.02022,121.3
99.2201,0.015154,0.014992,0.162,0.01762,0.02209,132.5
99.2401,0.015557,0.015404,0.152,0.01962,0.02382,142.9
99.2601,0.015995,0.015855,0.140,0.02146,0.02530,151.8
99.2801,0.016466,0.016339,0.127,0.02313,0.02660,159.6
99.3001,0.016966,0.016853,0.113,0.02465,0.02774,166.4
99.3201,0.017492,0.017392,0.100,0.02596,0.02868,172.1
99.3401,0.018038,0.017950,0.088,0.02704,0.02945,176.7
99.3601,0.018603,0.018529,0.074,0.02799,0.02997,179.8
99.3801,0.019181,0.019129,0.052,0.02871,0.03003,180.2
99.4000,0.019767,0.019724,0.043,0.02919,0.03034,182.1
99.4200,0.020360,0.020325,0.035,0.02956,0.03048,182.9
99.4400,0.020954,0.020939,0.015,0.02968,0.02998,179.9
99.4601,0.021547,0.021549,-0.002,0.02965,0.02950,177.0
99.4801,0.022132,0.022139,-0.007,0.02933,0.02912,174.7
99.5000,0.022706,0.022736,-0.030,0.02882,0.02783,167.0
99.5201,0.023269,0.023314,-0.045,0.02828,0.02694,161.7
99.5401,0.023813,0.023866,-0.053,0.02742,0.02590,155.4
99.5601,0.024337,0.024400,-0.063,0.02644,0.02460,147.6
99.5801,0.024837,0.024911,-0.075,0.02528,0.02312,138.7
99.6001,0.025311,0.025397,-0.087,0.02402,0.02152,129.1
99.6201,0.025756,0.025854,-0.099,0.02261,0.01977,118.6
99.6401,0.026169,0.026275,-0.105,0.02107,0.01808,108.5
99.6601,0.026550,0.026660,-0.110,0.01944,0.01634,98.0
99.6801,0.026896,0.027014,-0.118,0.01772,0.01436,86.1
99.7001,0.027205,0.027328,-0.124,0.01591,0.01242,74.5
99.7201,0.027477,0.027609,-0.132,0.01407,0.01032,61.9
99.7401,0.027711,0.027844,-0.132,0.01218,0.00848,50.9
99.7601,0.027907,0.028041,-0.134,0.01026,0.00650,39.0
99.7801,0.028064,0.028200,-0.136,0.00833,0.00452,27.1
99.8001,0.028182,0.028316,-0.134,0.00639,0.00263,15.8
99.8201,0.028262,0.028399,-0.137,0.00448,0.00064,3.8
99.8401,0.028304,0.028442,-0.137,0.00260,-0.00125,-7.5
99.8601,0.028311,0.028445,-0.134,0.00076,-0.00298,-17.9
99.8801,0.028282,0.028431,-0.150,-0.00101,-0.00530,-31.8
99.9001,0.028219,0.028380,-0.161,-0.00271,-0.00729,-43.7
99.9201,0.028124,0.028270,-0.146,-0.00432,-0.00831,-49.9
99.9401,0.028000,0.028125,-0.125,-0.00584,-0.00922,-55.3
99.9601,0.027848,0.027959,-0.111,-0.00725,-0.01029,-61.7
99.9801,0.027670,0.027771,-0.101,-0.00856,-0.01134,-68.0
100.0001,0.027469,0.027567,-0.098,-0.00974,-0.01246,-74.7
100.0302,0.027129,0.027212,-0.083,-0.01554,-0.01776,-106.6
100.0479,0.026911,0.026980,-0.068,-0.01184,-0.01366,-82.0
100.0659,0.026679,0.026661,0.018,-0.01168,-0.01067,-64.0
100.0840,0.026436,0.026426,0.010,-0.01204,-0.01181,-70.8
100.1020,0.026186,0.026232,-0.046,-0.01239,-0.01401,-84.0
100.1200,0.025932,0.026018,-0.086,-0.01266,-0.01531,-91.9
100.1401,0.025644,0.025727,-0.083,-0.01403,-0.01634,-98.0
100.1601,0.025356,0.025420,-0.064,-0.01434,-0.01602,-96.1
100.1801,0.025070,0.025092,-0.022,-0.01432,-0.01467,-88.0
100.2001,0.024787,0.024775,0.012,-0.01419,-0.01364,-81.9
100.2201,0.024510,0.024490,0.020,-0.01392,-0.01332,-79.9
100.2401,0.024241,0.024217,0.023,-0.01355,-0.01287,-77.2
100.2601,0.023982,0.023952,0.029,-0.01307,-0.01221,-73.3
100.2801,0.023734,0.023696,0.038,-0.01252,-0.01140,-68.4
100.3001,0.023501,0.023462,0.039,-0.01184,-0.01074,-64.5
100.3201,0.023282,0.023235,0.046,-0.01113,-0.00979,-58.8
100.3401,0.023079,0.023027,0.052,-0.01032,-0.00884,-53.0
100.3601,0.022893,0.022833,0.060,-0.00950,-0.00778,-46.7
100.3801,0.022725,0.022665,0.061,-0.00862,-0.00692,-41.5
100.4001,0.022575,0.022516,0.059,-0.00774,-0.00609,-36.6
100.4201,0.022443,0.022380,0.063,-0.00683,-0.00504,-30.3
100.4401,0.022329,0.022258,0.071,-0.00593,-0.00390,-23.4
100.4601,0.022233,0.022164,0.068,-0.00503,-0.00313,-18.8
100.4801,0.022154,0.022089,0.065,-0.00416,-0.00238,-14.3
100.5002,0.022091,0.022035,0.056,-0.00334,-0.00181,-10.9
100.5201,0.022045,0.021990,0.055,-0.00253,-0.00101,-6.0
100.5401,0.022012,0.021955,0.057,-0.00181,-0.00018,-1.1
100.5601,0.021993,0.021939,0.053,-0.00114,0.00032,1.9
100.5801,0.021984,0.021938,0.046,-0.00055,0.00069,4.1
100.6001,0.021986,0.021941,0.045,-0.00005,0.00121,7.2
100.6201,0.021995,0.021945,0.051,0.00037,0.00182,10.9
100.6401,0.022011,0.021957,0.054,0.00069,0.00223,13.4
100.6601,0.022030,0.021983,0.047,0.00091,0.00219,13.1
100.6801,0.022051,0.022018,0.033,0.00103,0.00186,11.2
100.7001,0.022072,0.022056,0.016,0.00103,0.00138,8.3
100.7201,0.022090,0.022085,0.005,0.00094,0.00000,0.0
100.7401,0.022104,0.022100,0.003,0.00073,0.00000,0.0
100.7601,0.022111,0.022100,0.011,0.00042,0.00000,0.0
100.7801,0.022108,0.022100,0.009,-0.00000,0.00000,0.0
100.8001,0.022095,0.022100,-0.004,-0.00052,0.00000,0.0
100.8201,0.022069,0.022100,-0.030,-0.00114,-0.00214,-12.8
100.8401,0.022029,0.022094,-0.065,-0.00185,-0.00389,-23.4
100.8601,0.021972,0.022063,-0.091,-0.00263,-0.00533,-32.0
100.8801,0.021898,0.021993,-0.095,-0.00350,-0.00620,-37.2
100.9001,0.021805,0.021890,-0.085,-0.00444,-0.00676,-40.6
100.9201,0.021691,0.021766,-0.075,-0.00544,-0.00747,-44.8
100.9401,0.021556,0.021633,-0.077,-0.00647,-0.00864,-51.8
100.9601,0.021400,0.021486,-0.086,-0.00755,-0.01001,-60.1
100.9801,0.021222,0.021307,-0.085,-0.00864,-0.01101,-66.1
101.0001,0.021021,0.021101,-0.080,-0.00977,-0.01199,-71.9
101.0201,0.020797,0.020879,-0.082,-0.01089,-0.01318,-79.1
101.0401,0.020552,0.020636,-0.084,-0.01201,-0.01438,-86.3
101.0601,0.020286,0.020370,-0.084,-0.01303,-0.01536,-92.2
101.0801,0.019998,0.020075,-0.076,-0.01411,-0.01620,-97.2
101.1001,0.019692,0.019760,-0.069,-0.01510,-0.01699,-101.9
101.1201,0.019366,0.019437,-0.071,-0.01603,-0.01802,-108.1
101.1401,0.019025,0.019090,-0.066,-0.01686,-0.01867,-112.0
101.1601,0.018667,0.018724,-0.056,-0.01768,-0.01921,-115.2
101.1801,0.018297,0.018353,-0.056,-0.01835,-0.01992,-119.5
101.2001,0.017916,0.017963,-0.048,-0.01892,-0.02021,-121.3
101.2201,0.017525,0.017560,-0.034,-0.01939,-0.02027,-121.6
101.2401,0.017129,0.017156,-0.027,-0.01975,-0.02046,-122.8
101.2601,0.016729,0.016746,-0.016,-0.01993,-0.02032,-121.9
101.2801,0.016328,0.016340,-0.012,-0.02002,-0.02033,-122.0
101.3002,0.015927,0.015931,-0.004,-0.02005,-0.02011,-120.6
101.3201,0.015536,0.015524,0.011,-0.01967,-0.01926,-115.6
101.3401,0.015150,0.015123,0.026,-0.01938,-0.01855,-111.3
101.3601,0.014774,0.014737,0.037,-0.01890,-0.01781,-106.8
101.3801,0.014413,0.014375,0.038,-0.01822,-0.01715,-102.9
101.4001,0.014068,0.014020,0.048,-0.01745,-0.01604,-96.2
101.4201,0.013741,0.013677,0.064,-0.01655,-0.01467,-88.0
101.4401,0.013438,0.013367,0.071,-0.01544,-0.01343,-80.6
101.4601,0.013159,0.013076,0.083,-0.01425,-0.01186,-71.1
101.4801,0.012907,0.012814,0.093,-0.01292,-0.01025,-61.5
101.5001,0.012685,0.012588,0.097,-0.01148,-0.00873,-52.4
101.5201,0.012494,0.012395,0.099,-0.00992,-0.00712,-42.7
101.5401,0.012337,0.012227,0.110,-0.00827,-0.00511,-30.7
101.5601,0.012215,0.012091,0.125,-0.00653,-0.00296,-17.8
101.5801,0.012130,0.012001,0.129,-0.00471,-0.00109,-6.5
101.6001,0.012083,0.011948,0.135,-0.00283,0.00097,5.8
101.6201,0.012074,0.011935,0.139,-0.00091,0.00301,18.1
101.6401,0.012105,0.011946,0.159,0.00105,0.00563,33.8
101.6601,0.012175,0.011999,0.176,0.00303,0.00806,48.3
101.6801,0.012285,0.012115,0.171,0.00500,0.00976,58.5
101.7001,0.012435,0.012274,0.161,0.00698,0.01144,68.6
101.7201,0.012623,0.012474,0.149,0.00891,0.01300,78.0
101.7401,0.012848,0.012710,0.138,0.01081,0.01462,87.7
101.7601,0.013111,0.012975,0.136,0.01265,0.01645,98.7
101.7801,0.013407,0.013273,0.134,0.01440,0.01815,108.9
101.8001,0.013738,0.013612,0.126,0.01608,0.01956,117.4
101.8201,0.014098,0.013979,0.119,0.01764,0.02093,125.6
101.8401,0.014488,0.014374,0.114,0.01910,0.02225,133.5
101.8602,0.014904,0.014803,0.102,0.02050,0.02328,139.7
101.8801,0.015341,0.015255,0.086,0.02155,0.02386,143.1
101.9001,0.015799,0.015726,0.073,0.02263,0.02459,147.6
101.9201,0.016272,0.016206,0.066,0.02345,0.02527,151.6
101.9401,0.016758,0.016703,0.055,0.02416,0.02563,153.8
101.9601,0.017254,0.017211,0.043,0.02464,0.02577,154.6
101.9801,0.017755,0.017728,0.027,0.02497,0.02562,153.7
102.0001,0.018257,0.018243,0.015,0.02509,0.02543,152.6
102.0201,0.018757,0.018758,-0.001,0.02502,0.02490,149.4
102.0401,0.019251,0.019264,-0.014,0.02475,0.02429,145.8
102.0601,0.019734,0.019760,-0.026,0.02428,0.02348,140.9
102.0801,0.020203,0.020242,-0.039,0.02362,0.02246,134.7
102.1001,0.020654,0.020710,-0.055,0.02276,0.02111,126.6
102.1201,0.021083,0.021154,-0.071,0.02171,0.01962,117.7
102.1401,0.021486,0.021570,-0.083,0.02048,0.01807,108.4
102.1601,0.021860,0.021955,-0.095,0.01905,0.01632,97.9
102.1801,0.022202,0.022305,-0.103,0.01747,0.01453,87.2
102.2001,0.022508,0.022626,-0.118,0.01573,0.01234,74.1
102.2201,0.022775,0.022906,-0.131,0.01383,0.01009,60.5
102.2401,0.023001,0.023142,-0.141,0.01181,0.00781,46.8
102.2601,0.023184,0.023332,-0.149,0.00966,0.00545,32.7
102.2801,0.023320,0.023478,-0.158,0.00740,0.00294,17.6
102.3001,0.023410,0.023580,-0.170,0.00505,0.00020,1.2
102.3201,0.023450,0.023624,-0.174,0.00262,-0.00228,-13.7
102.3401,0.023440,0.023620,-0.180,0.00013,-0.00495,-29.7
102.3601,0.023379,0.023585,-0.206,-0.00241,-0.00834,-50.1
102.3801,0.023267,0.023488,-0.221,-0.00497,-0.01126,-67.6
102.4001,0.023104,0.023314,-0.211,-0.00752,-0.01337,-80.2
102.4201,0.022889,0.023081,-0.192,-0.01009,-0.01536,-92.2
102.4401,0.022624,0.022808,-0.184,-0.01262,-0.01773,-106.4
102.4601,0.022309,0.022495,-0.186,-0.01510,-0.02033,-122.0
102.4801,0.021947,0.022129,-0.182,-0.01751,-0.02259,-135.5
102.5001,0.021538,0.021711,-0.172,-0.01984,-0.02460,-147.6
102.5201,0.021085,0.021248,-0.163,-0.02210,-0.02662,-159.7
102.5401,0.020591,0.020747,-0.156,-0.02419,-0.02853,-171.2
102.5601,0.020056,0.020204,-0.148,-0.02623,-0.03031,-181.9
102.5801,0.019485,0.019624,-0.139,-0.02807,-0.03191,-191.4
102.6001,0.018882,0.019009,-0.128,-0.02977,-0.03327,-199.6
102.6201,0.018249,0.018365,-0.117,-0.03127,-0.03446,-206.8
102.6401,0.017589,0.017690,-0.101,-0.03263,-0.03535,-212.1
102.6601,0.016907,0.016995,-0.088,-0.03381,-0.03620,-217.2
102.6801,0.016207,0.016285,-0.078,-0.03479,-0.03693,-221.6
102.7001,0.015492,0.015556,-0.064,-0.03553,-0.03723,-223.4
102.7201,0.014767,0.014814,-0.047,-0.03612,-0.03733,-224.0
102.7401,0.014037,0.014069,-0.032,-0.03644,-0.03724,-223.5
102.7601,0.013304,0.013322,-0.019,-0.03661,-0.03706,-222.4
102.7801,0.012574,0.012579,-0.006,-0.03652,-0.03660,-219.6
102.8001,0.011852,0.011840,0.012,-0.03618,-0.03575,-214.5
102.8201,0.011140,0.011108,0.032,-0.03572,-0.03471,-208.3
102.8401,0.010443,0.010399,0.044,-0.03500,-0.03370,-202.2
102.8601,0.009766,0.009708,0.057,-0.03409,-0.03241,-194.4
102.8801,0.009111,0.009041,0.070,-0.03300,-0.03096,-185.8
102.9001,0.008484,0.008401,0.082,-0.03170,-0.02932,-175.9
102.9201,0.007886,0.007787,0.100,-0.03024,-0.02735,-164.1
102.9401,0.007322,0.007208,0.113,-0.02863,-0.02537,-152.2
102.9601,0.006793,0.006672,0.120,-0.02689,-0.02348,-140.9
102.9801,0.006304,0.006175,0.129,-0.02491,-0.02123,-127.4
103.0001,0.005856,0.005712,0.144,-0.02289,-0.01876,-112.6
103.0201,0.005452,0.005304,0.148,-0.02076,-0.01661,-99.6
103.0401,0.005092,0.004939,0.154,-0.01855,-0.01421,-85.3
103.0601,0.004780,0.004617,0.163,-0.01619,-0.01158,-69.5
103.0801,0.004515,0.004351,0.164,-0.01382,-0.00923,-55.4
103.1001,0.004299,0.004126,0.173,-0.01141,-0.00652,-39.1
103.1201,0.004132,0.003958,0.174,-0.00896,-0.00408,-24.5
103.1403,0.004014,0.003837,0.177,-0.00653,-0.00155,-9.3
103.1601,0.003946,0.003764,0.182,-0.00402,0.00111,6.6
103.1800,0.003926,0.003749,0.176,-0.00161,0.00330,19.8
103.2001,0.003954,0.003765,0.189,0.00078,0.00615,36.9
103.2201,0.004028,0.003823,0.204,0.00312,0.00893,53.6
103.2401,0.004147,0.003950,0.197,0.00539,0.01087,65.2
103.2601,0.004309,0.004131,0.178,0.00758,0.01245,74.7
103.2801,0.004514,0.004348,0.166,0.00970,0.01427,85.6
103.3001,0.004756,0.004608,0.148,0.01162,0.01567,94.0
103.3201,0.005036,0.004896,0.140,0.01353,0.01741,104.5
103.3401,0.005349,0.005216,0.133,0.01522,0.01891,113.4
103.3601,0.005694,0.005567,0.127,0.01685,0.02038,122.3
103.3801,0.006067,0.005952,0.116,0.01830,0.02148,128.9
103.4001,0.006465,0.006362,0.103,0.01956,0.02237,134.2
103.4201,0.006886,0.006798,0.088,0.02074,0.02311,138.7
103.4401,0.007324,0.007249,0.075,0.02166,0.02369,142.1
103.4601,0.007777,0.007716,0.060,0.02246,0.02406,144.3
103.4801,0.008243,0.008190,0.054,0.02315,0.02461,147.7
103.5001,0.008717,0.008675,0.042,0.02357,0.02467,148.0
103.5202,0.009198,0.009168,0.031,0.02398,0.02478,148.7
103.5401,0.009678,0.009663,0.015,0.02396,0.02428,145.7
103.5601,0.010158,0.010157,0.002,0.02402,0.02398,143.9
103.5801,0.010635,0.010644,-0.009,0.02386,0.02353,141.2
103.6001,0.011105,0.011123,-0.018,0.02360,0.02306,138.3
103.6201,0.011565,0.011591,-0.026,0.02312,0.02236,134.2
103.6401,0.012013,0.012048,-0.035,0.02255,0.02152,129.1
103.6601,0.012446,0.012489,-0.043,0.02184,0.02059,123.5
103.6801,0.012864,0.012916,-0.052,0.02108,0.01957,117.4
103.7001,0.013264,0.013324,-0.060,0.02020,0.01846,110.7
103.7201,0.013643,0.013712,-0.069,0.01921,0.01721,103.3
103.7401,0.014002,0.014074,-0.073,0.01818,0.01612,96.7
103.7601,0.014338,0.014410,-0.072,0.01708,0.01506,90.3
103.7801,0.014650,0.014730,-0.080,0.01590,0.01361,81.7
103.8002,0.014940,0.015022,-0.082,0.01481,0.01252,75.1
103.8201,0.015203,0.015289,-0.086,0.01347,0.01103,66.2
103.8401,0.015443,0.015530,-0.087,0.01229,0.00984,59.1
103.8601,0.015659,0.015748,-0.089,0.01109,0.00858,51.5
103.8801,0.015851,0.015934,-0.083,0.00992,0.00763,45.8
103.9001,0.016020,0.016101,-0.082,0.00872,0.00644,38.6
103.9201,0.016166,0.016245,-0.079,0.00761,0.00542,32.5
103.9401,0.016292,0.016366,-0.074,0.00653,0.00448,26.9
103.9601,0.016397,0.016473,-0.076,0.00553,0.00338,20.3
103.9801,0.016483,0.016561,-0.078,0.00456,0.00237,14.2
104.0001,0.016553,0.016624,-0.071,0.00369,0.00174,10.4
104.0201,0.016607,0.016663,-0.057,0.00290,0.00139,8.4
104.0401,0.016647,0.016695,-0.048,0.00219,0.00090,5.4
104.0601,0.016676,0.016721,-0.045,0.00158,0.00034,2.0
104.0801,0.016695,0.016734,-0.040,0.00107,-0.00001,-0.0
104.1001,0.016706,0.016739,-0.033,0.00066,-0.00023,-1.4
104.1201,0.016711,0.016738,-0.028,0.00034,-0.00040,-2.4
104.1401,0.016712,0.016737,-0.025,0.00012,-0.00056,-3.4
104.1601,0.016712,0.016735,-0.024,0.00000,-0.00065,-3.9
104.1801,0.016711,0.016733,-0.022,-0.00002,-0.00063,-3.8
104.2001,0.016713,0.016731,-0.018,0.00005,0.00000,0.0
104.2201,0.016717,0.016728,-0.010,0.00021,0.00000,0.0
104.2401,0.016728,0.016728,-0.001,0.00044,0.00000,0.0
104.2601,0.016744,0.016729,0.016,0.00076,0.00000,0.0
104.2801,0.016769,0.016729,0.040,0.00114,0.00241,14.4
104.3001,0.016802,0.016734,0.068,0.00157,0.00364,21.9
104.3201,0.016846,0.016771,0.075,0.00206,0.00422,25.3
104.3401,0.016900,0.016838,0.062,0.00258,0.00425,25.5
104.3603,0.016967,0.016924,0.043,0.00316,0.00424,25.4
104.3802,0.017044,0.017002,0.041,0.00371,0.00486,29.2
104.4001,0.017132,0.017089,0.043,0.00427,0.00549,32.9
104.4201,0.017232,0.017181,0.051,0.00487,0.00633,38.0
104.4401,0.017343,0.017295,0.049,0.00542,0.00677,40.6
104.4601,0.017465,0.017426,0.039,0.00595,0.00699,41.9
104.4801,0.017596,0.017566,0.031,0.00645,0.00725,43.5
104.5001,0.017736,0.017707,0.029,0.00689,0.00771,46.2
104.5201,0.017884,0.017851,0.033,0.00727,0.00821,49.3
104.5401,0.018037,0.018004,0.033,0.00758,0.00849,50.9
104.5601,0.018195,0.018170,0.025,0.00782,0.00846,50.8
104.5802,0.018355,0.018339,0.016,0.00798,0.00839,50.4
104.6001,0.018514,0.018511,0.003,0.00796,0.00797,47.8
104.6201,0.018673,0.018680,-0.007,0.00794,0.00766,46.0
104.6401,0.018827,0.018835,-0.007,0.00776,0.00755,45.3
104.6601,0.018975,0.018990,-0.015,0.00747,0.00702,42.1
104.6801,0.019114,0.019140,-0.025,0.00706,0.00629,37.8
104.7001,0.019242,0.019275,-0.032,0.00654,0.00560,33.6
104.7201,0.019357,0.019399,-0.042,0.00588,0.00465,27.9
104.7401,0.019455,0.019510,-0.055,0.00510,0.00349,21.0
104.7601,0.019534,0.019601,-0.067,0.00420,0.00226,13.6
104.7801,0.019593,0.019661,-0.068,0.00317,0.00126,7.5
104.8002,0.019628,0.019702,-0.075,0.00203,-0.00010,-0.6
104.8201,0.019637,0.019725,-0.088,0.00077,-0.00177,-10.6
104.8401,0.019618,0.019720,-0.102,-0.00060,-0.00354,-21.2
104.8601,0.019569,0.019697,-0.127,-0.00206,-0.00578,-34.7
104.8801,0.019489,0.019629,-0.140,-0.00362,-0.00760,-45.6
104.9001,0.019375,0.019520,-0.145,-0.00528,-0.00937,-56.2
104.9201,0.019227,0.019369,-0.141,-0.00698,-0.01091,-65.5
104.9401,0.019043,0.019178,-0.135,-0.00876,-0.01250,-75.0
104.9601,0.018822,0.018958,-0.136,-0.01060,-0.01441,-86.4
104.9801,0.018564,0.018698,-0.135,-0.01245,-0.01621,-97.2
105.0001,0.018268,0.018410,-0.142,-0.01433,-0.01836,-110.1
105.0313,0.017730,0.017872,-0.142,-0.02438,-0.02835,-170.1
105.0501,0.017363,0.017512,-0.149,-0.01958,-0.02379,-142.7
105.0691,0.016957,0.016973,-0.016,-0.02014,-0.01979,-118.7
105.0881,0.016520,0.016529,-0.010,-0.02153,-0.02176,-130.6
105.1060,0.016078,0.016173,-0.095,-0.02198,-0.02514,-150.9
105.1250,0.015580,0.015749,-0.170,-0.02432,-0.02952,-177.1
105.1430,0.015082,0.015287,-0.206,-0.02478,-0.03075,-184.5
105.1610,0.014561,0.014750,-0.188,-0.02577,-0.03094,-185.6
105.1801,0.013982,0.014160,-0.178,-0.02831,-0.03322,-199.3
105.2001,0.013351,0.013532,-0.180,-0.03090,-0.03597,-215.8
