t_s,x_tgt_m,x_meas_m,err_mm,v_ff_m_s,v_cmd_m_s,rpm_cmd
105.2201,0.012699,0.012857,-0.158,-0.03228,-0.03656,-219.4
105.2401,0.012026,0.012133,-0.107,-0.03337,-0.03606,-216.4
105.2601,0.011338,0.011403,-0.066,-0.03422,-0.03580,-214.8
105.2801,0.010636,0.010682,-0.046,-0.03491,-0.03608,-216.5
105.3001,0.009924,0.009964,-0.040,-0.03546,-0.03656,-219.4
105.3201,0.009208,0.009241,-0.033,-0.03575,-0.03664,-219.8
105.3401,0.008489,0.008510,-0.020,-0.03588,-0.03637,-218.2
105.3601,0.007772,0.007775,-0.003,-0.03586,-0.03585,-215.1
105.3801,0.007063,0.007050,0.012,-0.03555,-0.03511,-210.7
105.4001,0.006364,0.006338,0.026,-0.03505,-0.03424,-205.5
105.4201,0.005680,0.005637,0.043,-0.03438,-0.03306,-198.4
105.4401,0.005015,0.004960,0.055,-0.03348,-0.03188,-191.3
105.4601,0.004372,0.004305,0.067,-0.03241,-0.03048,-182.9
105.4801,0.003756,0.003672,0.084,-0.03113,-0.02867,-172.0
105.5001,0.003172,0.003068,0.104,-0.02957,-0.02653,-159.2
105.5201,0.002621,0.002505,0.117,-0.02796,-0.02462,-147.7
105.5401,0.002108,0.001982,0.126,-0.02612,-0.02252,-135.1
105.5601,0.001636,0.001499,0.137,-0.02412,-0.02023,-121.4
105.5801,0.001208,0.001060,0.148,-0.02194,-0.01774,-106.4
105.6001,0.001000,0.000666,0.334,-0.01270,-0.00223,-13.4
105.6201,0.001000,0.000343,0.657,-0.00254,0.01779,106.8
105.6401,0.001000,0.000354,0.646,-0.00051,0.01751,105.0
105.6601,0.001000,0.000694,0.306,-0.00010,0.00643,38.6
105.6801,0.001000,0.001004,-0.004,-0.00002,-0.00198,-11.9
105.7001,0.001000,0.001100,-0.100,-0.00000,-0.00338,-20.3
105.7201,0.001000,0.001067,-0.067,-0.00000,-0.00169,-10.1
105.7401,0.001000,0.001018,-0.018,-0.00000,0.00000,0.0
105.7601,0.001000,0.000996,0.004,-0.00000,0.00000,0.0
105.7801,0.001000,0.000997,0.003,-0.00000,0.00000,0.0
105.8002,0.001000,0.000997,0.003,-0.00000,0.00000,0.0
105.8201,0.001000,0.000997,0.003,-0.00000,0.00000,0.0
105.8401,0.001000,0.000997,0.003,-0.00000,0.00000,0.0
105.8601,0.001000,0.000998,0.002,-0.00000,0.00000,0.0
105.8801,0.001281,0.000997,0.283,0.01122,0.02083,125.0
105.9001,0.001727,0.001044,0.683,0.02010,0.04162,249.7
105.9201,0.002221,0.001502,0.719,0.02377,0.04413,264.8
105.9402,0.002762,0.002342,0.420,0.02640,0.03637,218.2
105.9601,0.003338,0.003205,0.133,0.02833,0.03035,182.1
105.9801,0.003957,0.003904,0.053,0.03040,0.03139,188.4
106.0001,0.004607,0.004508,0.100,0.03212,0.03519,211.2
106.0202,0.005291,0.005149,0.142,0.03377,0.03798,227.9
106.0401,0.005996,0.005861,0.135,0.03496,0.03870,232.2
106.0601,0.006726,0.006627,0.099,0.03618,0.03876,232.5
106.0801,0.007474,0.007401,0.073,0.03714,0.03902,234.1
106.1001,0.008233,0.008179,0.054,0.03781,0.03922,235.3
106.1201,0.009000,0.008960,0.041,0.03824,0.03930,235.8
106.1401,0.009773,0.009745,0.029,0.03858,0.03931,235.9
106.1601,0.010546,0.010532,0.014,0.03861,0.03893,233.6
106.1801,0.011315,0.011318,-0.003,0.03848,0.03829,229.7
106.2001,0.012074,0.012094,-0.021,0.03806,0.03738,224.3
106.2201,0.012819,0.012858,-0.039,0.03741,0.03622,217.3
106.2401,0.013547,0.013599,-0.052,0.03661,0.03506,210.4
106.2601,0.014255,0.014316,-0.061,0.03566,0.03391,203.5
106.2801,0.014937,0.015010,-0.074,0.03439,0.03225,193.5
106.3001,0.015590,0.015680,-0.091,0.03299,0.03035,182.1
106.3201,0.016210,0.016313,-0.102,0.03142,0.02849,170.9
106.3401,0.016797,0.016911,-0.114,0.02976,0.02650,159.0
106.3601,0.017345,0.017471,-0.126,0.02787,0.02427,145.6
106.3801,0.017852,0.017989,-0.137,0.02584,0.02193,131.6
106.4001,0.018316,0.018463,-0.147,0.02375,0.01957,117.4
106.4201,0.018737,0.018891,-0.154,0.02157,0.01722,103.3
106.4401,0.019111,0.019269,-0.158,0.01928,0.01483,89.0
106.4601,0.019437,0.019602,-0.164,0.01692,0.01228,73.7
106.4801,0.019716,0.019883,-0.167,0.01453,0.00986,59.2
106.5001,0.019946,0.020117,-0.172,0.01209,0.00726,43.6
106.5201,0.020127,0.020299,-0.172,0.00966,0.00485,29.1
106.5401,0.020259,0.020433,-0.173,0.00723,0.00237,14.2
106.5601,0.020344,0.020515,-0.171,0.00482,0.00005,0.3
106.5801,0.020381,0.020554,-0.173,0.00243,-0.00244,-14.6
106.6001,0.020371,0.020549,-0.178,0.00011,-0.00489,-29.3
106.6201,0.020317,0.020511,-0.195,-0.00215,-0.00771,-46.3
106.6401,0.020219,0.020412,-0.192,-0.00432,-0.00969,-58.2
106.6601,0.020081,0.020255,-0.175,-0.00641,-0.01119,-67.2
106.6801,0.019903,0.020060,-0.157,-0.00838,-0.01268,-76.1
106.7002,0.019688,0.019833,-0.145,-0.01029,-0.01428,-85.7
106.7201,0.019441,0.019576,-0.135,-0.01191,-0.01562,-93.7
106.7402,0.019161,0.019288,-0.127,-0.01360,-0.01710,-102.6
106.7601,0.018856,0.018967,-0.112,-0.01494,-0.01797,-107.8
106.7801,0.018523,0.018617,-0.094,-0.01627,-0.01880,-112.8
106.8001,0.018170,0.018256,-0.087,-0.01741,-0.01980,-118.8
106.8201,0.017797,0.017873,-0.076,-0.01837,-0.02043,-122.6
106.8401,0.017409,0.017475,-0.067,-0.01923,-0.02104,-126.3
106.8601,0.017009,0.017061,-0.052,-0.01984,-0.02120,-127.2
106.8801,0.016600,0.016639,-0.039,-0.02033,-0.02136,-128.2
106.9001,0.016185,0.016215,-0.030,-0.02066,-0.02145,-128.7
106.9201,0.015767,0.015786,-0.019,-0.02083,-0.02128,-127.7
106.9401,0.015352,0.015359,-0.007,-0.02080,-0.02093,-125.6
106.9602,0.014936,0.014933,0.004,-0.02077,-0.02060,-123.6
106.9801,0.014531,0.014514,0.018,-0.02035,-0.01977,-118.6
107.0001,0.014132,0.014103,0.029,-0.02003,-0.01914,-114.8
107.0201,0.013746,0.013707,0.039,-0.01945,-0.01829,-109.8
107.0401,0.013372,0.013332,0.040,-0.01885,-0.01774,-106.4
107.0601,0.013014,0.012968,0.047,-0.01808,-0.01673,-100.4
107.0801,0.012673,0.012618,0.055,-0.01727,-0.01567,-94.0
107.1001,0.012352,0.012293,0.059,-0.01630,-0.01463,-87.8
107.1202,0.012048,0.011982,0.066,-0.01542,-0.01353,-81.2
107.1401,0.011769,0.011693,0.076,-0.01424,-0.01204,-72.3
107.1601,0.011510,0.011433,0.077,-0.01321,-0.01106,-66.4
107.1801,0.011272,0.011197,0.075,-0.01215,-0.01006,-60.3
107.2001,0.011059,0.010985,0.074,-0.01097,-0.00891,-53.4
107.2201,0.010867,0.010787,0.080,-0.00987,-0.00760,-45.6
107.2401,0.010698,0.010620,0.078,-0.00874,-0.00657,-39.4
107.2601,0.010550,0.010476,0.074,-0.00765,-0.00562,-33.7
107.2802,0.010423,0.010351,0.072,-0.00662,-0.00461,-27.7
107.3002,0.010317,0.010240,0.077,-0.00556,-0.00337,-20.2
107.3202,0.010230,0.010154,0.075,-0.00461,-0.00250,-15.0
107.3401,0.010160,0.010091,0.069,-0.00370,-0.00180,-10.8
107.3602,0.010106,0.010049,0.057,-0.00290,-0.00137,-8.2
107.3801,0.010067,0.010016,0.051,-0.00213,-0.00075,-4.5
107.4002,0.010041,0.009992,0.049,-0.00149,-0.00013,-0.8
107.4201,0.010025,0.009979,0.046,-0.00092,0.00035,2.1
107.4401,0.010019,0.009977,0.041,-0.00045,0.00067,4.0
107.4601,0.010019,0.009980,0.039,-0.00008,0.00100,6.0
107.4801,0.010024,0.009983,0.041,0.00018,0.00134,8.1
107.5001,0.010031,0.009991,0.040,0.00035,0.00147,8.8
107.5201,0.010040,0.010009,0.031,0.00041,0.00123,7.4
107.5401,0.010047,0.010030,0.017,0.00037,0.00000,0.0
107.5601,0.010051,0.010044,0.007,0.00023,0.00000,0.0
107.5802,0.010050,0.010044,0.006,-0.00000,0.00000,0.0
107.6002,0.010042,0.010043,-0.002,-0.00032,0.00000,0.0
107.6202,0.010025,0.010043,-0.018,-0.00073,0.00000,0.0
107.6403,0.009999,0.010043,-0.044,-0.00121,-0.00261,-15.6
107.6601,0.009961,0.010037,-0.075,-0.00174,-0.00404,-24.2
107.6801,0.009911,0.009995,-0.084,-0.00235,-0.00474,-28.5
107.7001,0.009848,0.009918,-0.070,-0.00301,-0.00490,-29.4
107.7201,0.009770,0.009830,-0.060,-0.00370,-0.00530,-31.8
107.7401,0.009678,0.009734,-0.056,-0.00442,-0.00595,-35.7
107.7601,0.009571,0.009628,-0.057,-0.00517,-0.00677,-40.6
107.7801,0.009450,0.009512,-0.062,-0.00590,-0.00766,-46.0
107.8001,0.009313,0.009374,-0.060,-0.00664,-0.00832,-49.9
107.8201,0.009162,0.009214,-0.052,-0.00737,-0.00876,-52.6
107.8401,0.008998,0.009046,-0.049,-0.00806,-0.00941,-56.4
107.8601,0.008820,0.008866,-0.046,-0.00871,-0.01000,-60.0
107.8801,0.008631,0.008676,-0.045,-0.00930,-0.01055,-63.3
107.9001,0.008432,0.008480,-0.048,-0.00984,-0.01121,-67.2
107.9201,0.008223,0.008262,-0.039,-0.01031,-0.01135,-68.1
107.9401,0.008008,0.008037,-0.030,-0.01068,-0.01145,-68.7
107.9601,0.007787,0.007805,-0.019,-0.01097,-0.01143,-68.6
107.9802,0.007561,0.007578,-0.016,-0.01120,-0.01165,-69.9
108.0002,0.007337,0.007351,-0.014,-0.01124,-0.01161,-69.7
108.0202,0.007113,0.007113,0.000,-0.01120,-0.01112,-66.7
108.0401,0.006894,0.006881,0.013,-0.01099,-0.01055,-63.3
108.0601,0.006680,0.006661,0.019,-0.01076,-0.01020,-61.2
108.0801,0.006475,0.006457,0.018,-0.01035,-0.00986,-59.2
108.1001,0.006282,0.006251,0.031,-0.00981,-0.00887,-53.2
108.1201,0.006102,0.006059,0.043,-0.00915,-0.00788,-47.3
108.1401,0.005939,0.005886,0.052,-0.00836,-0.00684,-41.0
108.1600,0.005795,0.005733,0.062,-0.00742,-0.00565,-33.9
108.1801,0.005672,0.005605,0.067,-0.00640,-0.00449,-27.0
108.2001,0.005573,0.005502,0.071,-0.00523,-0.00320,-19.2
108.2201,0.005501,0.005416,0.085,-0.00395,-0.00149,-8.9
108.2401,0.005456,0.005364,0.093,-0.00256,0.00008,0.5
108.2601,0.005442,0.005340,0.102,-0.00108,0.00184,11.0
108.2801,0.005460,0.005344,0.116,0.00049,0.00382,22.9
108.3001,0.005511,0.005367,0.144,0.00214,0.00633,38.0
108.3201,0.005597,0.005441,0.156,0.00386,0.00831,49.8
108.3401,0.005718,0.005568,0.150,0.00564,0.00981,58.9
108.3601,0.005877,0.005737,0.140,0.00746,0.01132,67.9
108.3800,0.006072,0.005932,0.139,0.00929,0.01318,79.1
108.4000,0.006304,0.006164,0.140,0.01116,0.01510,90.6
108.4201,0.006575,0.006432,0.143,0.01307,0.01710,102.6
108.4401,0.006882,0.006747,0.136,0.01491,0.01867,112.0
108.4600,0.007225,0.007096,0.129,0.01669,0.02027,121.6
108.4801,0.007605,0.007475,0.130,0.01853,0.02217,133.0
108.5001,0.008018,0.007891,0.128,0.02024,0.02380,142.8
108.5201,0.008465,0.008342,0.123,0.02192,0.02534,152.0
108.5401,0.008942,0.008827,0.115,0.02346,0.02662,159.7
108.5601,0.009448,0.009341,0.107,0.02494,0.02789,167.4
108.5801,0.009981,0.009880,0.101,0.02631,0.02910,174.6
108.6001,0.010539,0.010444,0.094,0.02756,0.03016,180.9
108.6201,0.011118,0.011033,0.085,0.02868,0.03100,186.0
108.6401,0.011714,0.011643,0.070,0.02957,0.03145,188.7
108.6601,0.012323,0.012264,0.059,0.03031,0.03190,191.4
108.6801,0.012948,0.012898,0.049,0.03103,0.03236,194.2
108.7001,0.013579,0.013539,0.040,0.03145,0.03251,195.1
108.7201,0.014215,0.014187,0.028,0.03171,0.03242,194.5
108.7401,0.014852,0.014838,0.014,0.03183,0.03212,192.7
108.7601,0.015486,0.015487,-0.002,0.03173,0.03160,189.6
108.7801,0.016113,0.016129,-0.015,0.03145,0.03093,185.6
108.8001,0.016729,0.016760,-0.031,0.03092,0.02994,179.7
108.8201,0.017331,0.017375,-0.044,0.03026,0.02896,173.8
108.8401,0.017916,0.017969,-0.053,0.02944,0.02789,167.3
108.8602,0.018483,0.018544,-0.061,0.02858,0.02685,161.1
108.8800,0.019015,0.019095,-0.080,0.02698,0.02461,147.7
108.9001,0.019524,0.019624,-0.099,0.02577,0.02288,137.3
108.9201,0.020002,0.020106,-0.104,0.02428,0.02135,128.1
108.9401,0.020444,0.020554,-0.110,0.02252,0.01941,116.5
108.9601,0.020848,0.020972,-0.124,0.02066,0.01712,102.7
108.9801,0.021212,0.021346,-0.134,0.01869,0.01489,89.3
109.0001,0.021534,0.021680,-0.147,0.01662,0.01244,74.6
109.0201,0.021811,0.021964,-0.154,0.01439,0.01005,60.3
109.0401,0.022041,0.022199,-0.158,0.01210,0.00766,46.0
109.0601,0.022224,0.022386,-0.162,0.00973,0.00517,31.0
109.0801,0.022358,0.022529,-0.171,0.00731,0.00249,14.9
109.1001,0.022443,0.022620,-0.178,0.00485,-0.00017,-1.0
109.1201,0.022478,0.022654,-0.176,0.00236,-0.00257,-15.4
109.1401,0.022463,0.022647,-0.184,-0.00013,-0.00533,-32.0
109.1601,0.022398,0.022605,-0.207,-0.00261,-0.00854,-51.2
109.1801,0.022285,0.022502,-0.217,-0.00506,-0.01119,-67.2
109.2001,0.022124,0.022327,-0.203,-0.00746,-0.01306,-78.4
109.2201,0.021916,0.022096,-0.180,-0.00980,-0.01469,-88.2
109.2401,0.021663,0.021832,-0.168,-0.01206,-0.01670,-100.2
109.2601,0.021368,0.021532,-0.163,-0.01422,-0.01877,-112.6
109.2801,0.021032,0.021189,-0.157,-0.01629,-0.02065,-123.9
109.3001,0.020659,0.020805,-0.146,-0.01817,-0.02219,-133.2
109.3201,0.020251,0.020386,-0.135,-0.01996,-0.02368,-142.1
109.3401,0.019811,0.019935,-0.124,-0.02160,-0.02502,-150.1
109.3601,0.019343,0.019454,-0.111,-0.02303,-0.02606,-156.3
109.3801,0.018850,0.018949,-0.099,-0.02433,-0.02704,-162.3
109.4001,0.018336,0.018424,-0.088,-0.02544,-0.02784,-167.1
109.4201,0.017806,0.017877,-0.072,-0.02629,-0.02819,-169.1
109.4401,0.017261,0.017318,-0.058,-0.02706,-0.02859,-171.6
109.4601,0.016708,0.016752,-0.044,-0.02753,-0.02867,-172.0
109.4800,0.016152,0.016176,-0.024,-0.02773,-0.02829,-169.7
109.5001,0.015593,0.015605,-0.012,-0.02791,-0.02819,-169.1
109.5201,0.015037,0.015039,-0.002,-0.02781,-0.02779,-166.8
109.5401,0.014491,0.014477,0.014,-0.02739,-0.02689,-161.4
109.5601,0.013958,0.013925,0.033,-0.02681,-0.02577,-154.6
109.5801,0.013440,0.013394,0.046,-0.02610,-0.02473,-148.4
109.6001,0.012941,0.012880,0.061,-0.02517,-0.02338,-140.3
109.6201,0.012466,0.012395,0.071,-0.02403,-0.02198,-131.9
109.6401,0.012018,0.011933,0.085,-0.02272,-0.02025,-121.5
109.6601,0.011601,0.011502,0.099,-0.02123,-0.01836,-110.2
109.6801,0.011218,0.011107,0.111,-0.01957,-0.01639,-98.4
109.7001,0.010871,0.010747,0.124,-0.01779,-0.01423,-85.4
109.7201,0.010563,0.010435,0.128,-0.01589,-0.01229,-73.8
109.7401,0.010296,0.010159,0.137,-0.01385,-0.00995,-59.7
109.7601,0.010073,0.009919,0.154,-0.01169,-0.00729,-43.7
109.7801,0.009895,0.009731,0.164,-0.00947,-0.00483,-29.0
109.8001,0.009763,0.009599,0.164,-0.00718,-0.00259,-15.5
109.8201,0.009678,0.009520,0.158,-0.00483,-0.00046,-2.8
109.8401,0.009641,0.009477,0.163,-0.00245,0.00216,13.0
109.8601,0.009652,0.009477,0.175,-0.00005,0.00493,29.6
109.8801,0.009711,0.009509,0.202,0.00236,0.00817,49.0
109.9001,0.009818,0.009612,0.206,0.00475,0.01053,63.2
109.9201,0.009972,0.009775,0.196,0.00710,0.01254,75.3
109.9401,0.010171,0.009986,0.185,0.00941,0.01453,87.2
109.9601,0.010415,0.010242,0.174,0.01164,0.01644,98.6
109.9801,0.010702,0.010537,0.166,0.01381,0.01841,110.4
110.0001,0.011027,0.010875,0.152,0.01574,0.01992,119.5
110.0302,0.011026,0.011449,-0.423,0.00310,-0.01219,-73.2
110.0481,0.011024,0.011802,-0.778,0.00055,-0.02338,-140.3
110.0660,0.011021,0.011620,-0.599,0.00000,-0.01570,-94.2
110.0839,0.011018,0.011208,-0.190,-0.00014,-0.00301,-18.1
110.1020,0.011013,0.010948,0.066,-0.00020,0.00317,19.0
110.1200,0.011008,0.010912,0.096,-0.00025,0.00263,15.8
110.1401,0.011001,0.010958,0.043,-0.00032,0.00057,3.4
110.1601,0.010994,0.010994,-0.000,-0.00037,0.00000,0.0
110.1801,0.010985,0.010996,-0.011,-0.00042,0.00000,0.0
110.2002,0.010975,0.010995,-0.020,-0.00047,0.00000,0.0
110.2201,0.010965,0.010995,-0.030,-0.00052,-0.00143,-8.6
110.2401,0.010953,0.010991,-0.038,-0.00057,-0.00168,-10.1
110.2601,0.010941,0.010973,-0.033,-0.00062,-0.00150,-9.0
110.2801,0.010927,0.010949,-0.022,-0.00066,-0.00122,-7.3
110.3001,0.010913,0.010930,-0.017,-0.00071,0.00000,0.0
110.3201,0.010897,0.010919,-0.022,-0.00076,-0.00140,-8.4
110.3401,0.010881,0.010916,-0.036,-0.00081,-0.00188,-11.3
110.3601,0.010864,0.010895,-0.031,-0.00085,-0.00170,-10.2
110.3801,0.010845,0.010862,-0.016,-0.00090,0.00000,0.0
110.4001,0.010826,0.010835,-0.008,-0.00094,0.00000,0.0
110.4201,0.010807,0.010834,-0.028,-0.00099,-0.00188,-11.3
110.4401,0.010786,0.010829,-0.043,-0.00103,-0.00232,-13.9
110.4601,0.010764,0.010788,-0.024,-0.00107,-0.00164,-9.8
110.4801,0.010742,0.010747,-0.005,-0.00112,-0.00115,-6.9
110.5001,0.010718,0.010721,-0.003,-0.00116,-0.00121,-7.3
110.5201,0.010694,0.010701,-0.007,-0.00120,-0.00142,-8.5
110.5401,0.010669,0.010677,-0.008,-0.00124,-0.00148,-8.9
110.5601,0.010643,0.010645,-0.002,-0.00129,-0.00132,-7.9
110.5801,0.010616,0.010616,0.001,-0.00133,-0.00129,-7.8
110.6000,0.010589,0.010591,-0.003,-0.00136,-0.00146,-8.7
110.6201,0.010560,0.010568,-0.007,-0.00141,-0.00164,-9.8
110.6401,0.010531,0.010539,-0.008,-0.00145,-0.00167,-10.0
110.6601,0.010501,0.010503,-0.002,-0.00149,-0.00151,-9.1
110.6802,0.010470,0.010466,0.004,-0.00154,-0.00138,-8.3
110.7001,0.010439,0.010435,0.004,-0.00156,-0.00146,-8.8
110.7201,0.010407,0.010409,-0.003,-0.00160,-0.00171,-10.3
110.7401,0.010374,0.010380,-0.006,-0.00164,-0.00184,-11.0
110.7602,0.010340,0.010344,-0.004,-0.00169,-0.00179,-10.8
110.7801,0.010305,0.010303,0.003,-0.00171,-0.00159,-9.6
110.8001,0.010270,0.010265,0.005,-0.00175,-0.00159,-9.5
110.8202,0.010234,0.010235,-0.001,-0.00180,-0.00185,-11.1
110.8401,0.010198,0.010203,-0.005,-0.00182,-0.00198,-11.9
110.8601,0.010160,0.010164,-0.003,-0.00186,-0.00194,-11.6
110.8801,0.010122,0.010121,0.002,-0.00189,-0.00182,-10.9
110.9001,0.010084,0.010083,0.001,-0.00193,-0.00191,-11.5
110.9202,0.010044,0.010050,-0.006,-0.00197,-0.00217,-13.0
110.9401,0.010004,0.010012,-0.008,-0.00199,-0.00224,-13.4
110.9602,0.009963,0.009965,-0.002,-0.00204,-0.00206,-12.4
110.9801,0.009922,0.009921,0.000,-0.00205,-0.00202,-12.1
111.0001,0.009880,0.009884,-0.004,-0.00209,-0.00223,-13.4
111.0201,0.009837,0.009842,-0.005,-0.00212,-0.00227,-13.6
111.0401,0.009794,0.009794,-0.000,-0.00216,-0.00213,-12.8
111.0601,0.009750,0.009749,0.001,-0.00219,-0.00215,-12.9
111.0802,0.009705,0.009709,-0.004,-0.00223,-0.00237,-14.2
111.1001,0.009660,0.009665,-0.004,-0.00224,-0.00236,-14.2
111.1203,0.009614,0.009616,-0.002,-0.00229,-0.00232,-13.9
111.1402,0.009568,0.009573,-0.005,-0.00231,-0.00246,-14.7
111.1601,0.009521,0.009531,-0.009,-0.00233,-0.00261,-15.7
111.1800,0.009474,0.009478,-0.004,-0.00235,-0.00244,-14.7
111.2001,0.009426,0.009425,0.001,-0.00240,-0.00234,-14.0
111.2201,0.009378,0.009379,-0.002,-0.00242,-0.00249,-14.9
111.2401,0.009328,0.009331,-0.002,-0.00245,-0.00251,-15.1
111.2602,0.009279,0.009274,0.004,-0.00249,-0.00233,-14.0
111.2801,0.009229,0.009226,0.002,-0.00249,-0.00244,-14.6
111.3003,0.009178,0.009181,-0.003,-0.00254,-0.00265,-15.9
111.3201,0.009127,0.009127,0.000,-0.00254,-0.00251,-15.1
111.3401,0.009075,0.009076,-0.001,-0.00257,-0.00261,-15.7
111.3601,0.009023,0.009030,-0.007,-0.00261,-0.00285,-17.1
111.3801,0.008970,0.008973,-0.003,-0.00263,-0.00267,-16.0
111.4000,0.008917,0.008915,0.002,-0.00265,-0.00255,-15.3
111.4201,0.008864,0.008863,0.000,-0.00267,-0.00268,-16.1
111.4401,0.008810,0.008809,0.001,-0.00270,-0.00267,-16.0
111.4601,0.008755,0.008754,0.001,-0.00272,-0.00269,-16.2
111.4801,0.008700,0.008705,-0.005,-0.00274,-0.00292,-17.5
111.5001,0.008645,0.008651,-0.006,-0.00276,-0.00295,-17.7
111.5201,0.008589,0.008592,-0.003,-0.00278,-0.00284,-17.1
111.5401,0.008533,0.008539,-0.006,-0.00281,-0.00300,-18.0
111.5601,0.008476,0.008480,-0.004,-0.00282,-0.00292,-17.5
111.5801,0.008419,0.008417,0.002,-0.00284,-0.00274,-16.4
111.6001,0.008362,0.008360,0.002,-0.00286,-0.00282,-16.9
111.6201,0.008304,0.008301,0.003,-0.00288,-0.00278,-16.7
111.6401,0.008246,0.008242,0.004,-0.00290,-0.00280,-16.8
111.6601,0.008187,0.008189,-0.001,-0.00292,-0.00298,-17.9
111.6801,0.008129,0.008128,0.000,-0.00294,-0.00293,-17.6
111.7001,0.008069,0.008070,-0.001,-0.00296,-0.00299,-17.9
111.7201,0.008010,0.008012,-0.002,-0.00297,-0.00304,-18.2
111.7401,0.007950,0.007947,0.003,-0.00299,-0.00287,-17.2
111.7601,0.007890,0.007888,0.002,-0.00300,-0.00297,-17.8
111.7801,0.007829,0.007830,-0.001,-0.00302,-0.00307,-18.4
111.8001,0.007768,0.007768,0.000,-0.00304,-0.00302,-18.1
111.8202,0.007707,0.007714,-0.007,-0.00306,-0.00329,-19.8
111.8401,0.007646,0.007653,-0.007,-0.00306,-0.00325,-19.5
111.8601,0.007584,0.007585,-0.001,-0.00308,-0.00308,-18.5
111.8801,0.007522,0.007525,-0.003,-0.00309,-0.00319,-19.2
111.9001,0.007460,0.007462,-0.002,-0.00311,-0.00315,-18.9
111.9201,0.007398,0.007400,-0.002,-0.00312,-0.00319,-19.1
111.9401,0.007335,0.007337,-0.002,-0.00314,-0.00319,-19.1
111.9601,0.007272,0.007268,0.004,-0.00314,-0.00299,-17.9
111.9801,0.007209,0.007207,0.002,-0.00316,-0.00311,-18.7
112.0001,0.007145,0.007144,0.002,-0.00317,-0.00312,-18.7
112.0201,0.007082,0.007080,0.002,-0.00318,-0.00312,-18.7
112.0401,0.007018,0.007021,-0.003,-0.00319,-0.00330,-19.8
112.0601,0.006954,0.006954,0.000,-0.00320,-0.00317,-19.0
112.0801,0.006889,0.006889,0.000,-0.00321,-0.00321,-19.3
112.1002,0.006825,0.006826,-0.001,-0.00323,-0.00326,-19.6
112.1201,0.006761,0.006759,0.002,-0.00321,-0.00315,-18.9
112.1401,0.006696,0.006698,-0.002,-0.00323,-0.00330,-19.8
112.1602,0.006631,0.006633,-0.002,-0.00325,-0.00332,-19.9
112.1801,0.006566,0.006569,-0.003,-0.00324,-0.00334,-20.0
112.2002,0.006500,0.006507,-0.006,-0.00327,-0.00347,-20.8
112.2201,0.006436,0.006435,0.000,-0.00325,-0.00320,-19.2
112.2401,0.006370,0.006368,0.002,-0.00326,-0.00318,-19.1
112.2602,0.006304,0.006299,0.006,-0.00328,-0.00310,-18.6
112.2802,0.006239,0.006233,0.006,-0.00328,-0.00312,-18.7
112.3002,0.006173,0.006171,0.002,-0.00329,-0.00327,-19.6
112.3201,0.006108,0.006105,0.002,-0.00327,-0.00321,-19.2
112.3401,0.006042,0.006045,-0.003,-0.00329,-0.00340,-20.4
112.3601,0.005976,0.005979,-0.004,-0.00329,-0.00340,-20.4
112.3802,0.005909,0.005910,-0.000,-0.00331,-0.00330,-19.8
112.4002,0.005843,0.005844,-0.001,-0.00330,-0.00334,-20.0
112.4202,0.005777,0.005774,0.003,-0.00330,-0.00318,-19.1
112.4401,0.005712,0.005713,-0.001,-0.00329,-0.00335,-20.1
112.4601,0.005645,0.005650,-0.004,-0.00331,-0.00344,-20.7
112.4801,0.005579,0.005583,-0.003,-0.00331,-0.00340,-20.4
112.5001,0.005513,0.005518,-0.004,-0.00330,-0.00343,-20.6
112.5201,0.005447,0.005446,0.001,-0.00331,-0.00323,-19.4
112.5401,0.005381,0.005379,0.002,-0.00331,-0.00324,-19.5
112.5602,0.005314,0.005314,0.001,-0.00332,-0.00331,-19.9
112.5801,0.005249,0.005248,0.001,-0.00329,-0.00327,-19.6
112.6002,0.005182,0.005184,-0.002,-0.00332,-0.00340,-20.4
112.6202,0.005116,0.005114,0.003,-0.00330,-0.00320,-19.2
112.6401,0.005050,0.005051,-0.001,-0.00329,-0.00333,-20.0
112.6601,0.004985,0.004987,-0.002,-0.00329,-0.00337,-20.2
112.6802,0.004918,0.004917,0.001,-0.00331,-0.00325,-19.5
112.7001,0.004853,0.004853,-0.000,-0.00328,-0.00329,-19.7
112.7201,0.004787,0.004786,0.002,-0.00328,-0.00323,-19.4
112.7401,0.004722,0.004723,-0.001,-0.00328,-0.00333,-20.0
112.7601,0.004656,0.004660,-0.004,-0.00328,-0.00341,-20.5
112.7802,0.004590,0.004592,-0.002,-0.00328,-0.00331,-19.8
112.8001,0.004526,0.004531,-0.006,-0.00325,-0.00344,-20.7
112.8201,0.004460,0.004462,-0.001,-0.00326,-0.00327,-19.6
112.8401,0.004395,0.004394,0.002,-0.00325,-0.00318,-19.1
112.8601,0.004331,0.004326,0.004,-0.00324,-0.00311,-18.7
112.8802,0.004266,0.004257,0.008,-0.00325,-0.00299,-17.9
112.9001,0.004201,0.004197,0.005,-0.00322,-0.00311,-18.7
112.9201,0.004137,0.004133,0.003,-0.00322,-0.00313,-18.8
